date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2019-10-17,2019,10,17,chokepoint6,Strait of Hormuz,15,18,7,2,67,42,109,497309,478039,65215,9098,3432984,1049661,4482645
2019-10-18,2019,10,18,chokepoint6,Strait of Hormuz,10,13,4,5,41,32,73,410837,471777,36916,20176,2910369,939707,3850077
2019-10-19,2019,10,19,chokepoint6,Strait of Hormuz,5,11,2,0,29,18,47,125250,287647,2025,0,1579054,414924,1993978
2019-10-20,2019,10,20,chokepoint6,Strait of Hormuz,20,20,0,1,56,41,97,569263,816178,0,3608,2263192,1389051,3652243
2019-10-21,2019,10,21,chokepoint6,Strait of Hormuz,10,9,3,2,41,24,65,508793,248551,14488,0,2323624,771833,3095458
2019-10-22,2019,10,22,chokepoint6,Strait of Hormuz,12,17,1,1,48,31,79,434569,441444,3588,0,1473586,879602,2353188
2019-10-23,2019,10,23,chokepoint6,Strait of Hormuz,14,13,8,3,49,38,87,547797,250506,43118,8453,2978173,849875,3828049
2019-10-24,2019,10,24,chokepoint6,Strait of Hormuz,3,13,3,2,41,21,62,62553,133477,16777,10557,2634937,223366,2858304
2019-10-25,2019,10,25,chokepoint6,Strait of Hormuz,16,12,2,3,46,33,79,583640,239242,20913,2013,1936428,845811,2782239
2019-10-26,2019,10,26,chokepoint6,Strait of Hormuz,12,14,3,1,48,30,78,373276,429480,28048,0,2680099,830805,3510904
2019-10-27,2019,10,27,chokepoint6,Strait of Hormuz,13,17,3,4,40,37,77,519517,676792,22964,2013,2207109,1221288,3428397
2019-10-28,2019,10,28,chokepoint6,Strait of Hormuz,6,10,4,2,27,22,49,147838,98424,23765,2364,2422020,272394,2694414
2019-10-29,2019,10,29,chokepoint6,Strait of Hormuz,10,13,4,1,46,28,74,425433,379017,21515,0,2628234,825967,3454201
2019-10-30,2019,10,30,chokepoint6,Strait of Hormuz,11,18,1,2,66,32,98,492650,488620,0,2921,2131991,984192,3116184
2019-10-31,2019,10,31,chokepoint6,Strait of Hormuz,13,10,2,1,41,26,67,473198,305047,23422,0,1569290,801668,2370959
2019-11-01,2019,11,1,chokepoint6,Strait of Hormuz,11,10,5,3,46,29,75,464100,332696,19021,2354,2442122,818174,3260296
2019-11-02,2019,11,2,chokepoint6,Strait of Hormuz,10,8,2,3,35,23,58,479284,208381,11377,2354,313656,701397,1015054
2019-11-03,2019,11,3,chokepoint6,Strait of Hormuz,10,9,0,1,31,20,51,230076,199459,0,2191,1776154,431727,2207881
2019-11-04,2019,11,4,chokepoint6,Strait of Hormuz,12,12,3,1,45,28,73,420618,575663,32141,0,3015400,1028424,4043824
2019-11-05,2019,11,5,chokepoint6,Strait of Hormuz,12,14,4,0,29,30,59,555336,779414,12397,0,2206618,1347148,3553766
2019-11-06,2019,11,6,chokepoint6,Strait of Hormuz,10,11,1,0,44,22,66,390437,626578,7447,0,2619204,1024462,3643667
2019-11-07,2019,11,7,chokepoint6,Strait of Hormuz,9,6,4,4,36,23,59,451934,40994,21947,7885,1398280,522762,1921043
2019-11-08,2019,11,8,chokepoint6,Strait of Hormuz,9,11,3,1,46,24,70,447394,302671,6602,0,2552167,756667,3308835
2019-11-09,2019,11,9,chokepoint6,Strait of Hormuz,12,8,7,2,42,29,71,391506,157609,26159,4452,2643032,579727,3222759
2019-11-10,2019,11,10,chokepoint6,Strait of Hormuz,9,8,1,1,37,19,56,477735,472870,3841,0,2045175,954447,2999623
2019-11-11,2019,11,11,chokepoint6,Strait of Hormuz,4,7,2,1,37,14,51,208774,653398,15498,5617,994902,883288,1878191
2019-11-12,2019,11,12,chokepoint6,Strait of Hormuz,6,10,1,0,40,17,57,118507,700295,2864,0,830711,821667,1652379
2019-11-13,2019,11,13,chokepoint6,Strait of Hormuz,10,8,5,2,32,25,57,397921,281078,12728,5038,875366,696766,1572133
2019-11-14,2019,11,14,chokepoint6,Strait of Hormuz,8,6,3,2,26,19,45,468134,234055,7154,0,611607,709344,1320951
2019-11-15,2019,11,15,chokepoint6,Strait of Hormuz,7,8,3,1,28,19,47,336498,360648,10296,0,1244057,707443,1951501
2019-11-16,2019,11,16,chokepoint6,Strait of Hormuz,6,12,4,2,34,24,58,226131,456938,28563,4186,1379031,715819,2094851
2019-11-17,2019,11,17,chokepoint6,Strait of Hormuz,5,7,0,2,20,14,34,88272,326467,0,2916,409928,417656,827585
2019-11-18,2019,11,18,chokepoint6,Strait of Hormuz,6,12,2,2,24,22,46,201986,603514,4451,5598,723492,815551,1539044
2019-11-19,2019,11,19,chokepoint6,Strait of Hormuz,10,9,1,1,33,21,54,356536,136092,2681,5395,1218911,500706,1719617
2019-11-20,2019,11,20,chokepoint6,Strait of Hormuz,4,10,2,1,36,17,53,221857,303284,37498,5395,758931,568037,1326968
2019-11-21,2019,11,21,chokepoint6,Strait of Hormuz,6,8,1,1,32,16,48,119523,323800,10553,7003,480010,460882,940893
2019-11-22,2019,11,22,chokepoint6,Strait of Hormuz,12,7,1,2,32,22,54,505444,342014,12626,0,1451154,860084,2311239
2019-11-23,2019,11,23,chokepoint6,Strait of Hormuz,8,3,3,2,30,16,46,340781,0,12849,5188,1436428,358819,1795248
2019-11-24,2019,11,24,chokepoint6,Strait of Hormuz,6,4,0,0,30,10,40,264462,283833,0,0,518745,548295,1067041
2019-11-25,2019,11,25,chokepoint6,Strait of Hormuz,3,7,2,4,35,16,51,57801,232854,14734,40013,1083955,345403,1429358
2019-11-26,2019,11,26,chokepoint6,Strait of Hormuz,3,14,1,2,38,20,58,252157,304728,17438,3944,759712,578268,1337981
2019-11-27,2019,11,27,chokepoint6,Strait of Hormuz,10,15,2,1,40,28,68,462595,539381,4618,2013,983367,1008609,1991976
2019-11-28,2019,11,28,chokepoint6,Strait of Hormuz,5,9,4,1,43,19,62,134352,382438,17066,3954,1665368,537812,2203181
2019-11-29,2019,11,29,chokepoint6,Strait of Hormuz,3,10,6,0,42,19,61,187443,231401,55978,0,922922,474823,1397746
2019-11-30,2019,11,30,chokepoint6,Strait of Hormuz,6,7,3,0,34,16,50,204347,142197,29734,0,1345867,376279,1722146
2019-12-01,2019,12,1,chokepoint6,Strait of Hormuz,10,7,3,0,25,20,45,395107,187726,12337,0,755202,595171,1350373
2019-12-02,2019,12,2,chokepoint6,Strait of Hormuz,7,15,1,3,40,26,66,260652,296458,0,7421,1709871,564531,2274403
2019-12-03,2019,12,3,chokepoint6,Strait of Hormuz,12,9,1,4,42,26,68,385722,95752,11000,1524,1882783,493999,2376782
2019-12-04,2019,12,4,chokepoint6,Strait of Hormuz,8,10,1,0,32,19,51,260488,224867,664,0,1551950,486020,2037970
2019-12-05,2019,12,5,chokepoint6,Strait of Hormuz,8,7,2,1,34,18,52,243669,181815,5872,0,314950,431357,746308
2019-12-06,2019,12,6,chokepoint6,Strait of Hormuz,5,9,3,1,22,18,40,326478,367466,10556,0,511282,704501,1215783
2019-12-07,2019,12,7,chokepoint6,Strait of Hormuz,5,8,0,1,30,14,44,212688,270506,0,2183,804813,485377,1290191
2019-12-08,2019,12,8,chokepoint6,Strait of Hormuz,7,9,2,2,40,20,60,314611,414404,14692,4912,1422352,748621,2170974
2019-12-09,2019,12,9,chokepoint6,Strait of Hormuz,8,8,2,0,27,18,45,301996,392781,14692,0,305885,709470,1015356
2019-12-10,2019,12,10,chokepoint6,Strait of Hormuz,7,12,3,0,33,22,55,343733,535588,11813,0,2138172,891135,3029307
2019-12-11,2019,12,11,chokepoint6,Strait of Hormuz,5,8,3,1,22,17,39,88036,194128,8290,0,1093763,290455,1384219
2019-12-12,2019,12,12,chokepoint6,Strait of Hormuz,7,6,4,1,44,18,62,237138,135840,21376,0,2201296,394356,2595653
2019-12-13,2019,12,13,chokepoint6,Strait of Hormuz,8,10,2,1,45,21,66,438271,381934,5431,3944,2062688,829581,2892269
2019-12-14,2019,12,14,chokepoint6,Strait of Hormuz,6,16,2,1,48,25,73,176857,492214,1566,0,2126717,670637,2797355
2019-12-15,2019,12,15,chokepoint6,Strait of Hormuz,12,13,6,3,47,34,81,472445,447277,9132,13060,2602936,941915,3544852
2019-12-16,2019,12,16,chokepoint6,Strait of Hormuz,6,12,2,1,29,21,50,153062,285555,3841,5812,1708464,448272,2156737
2019-12-17,2019,12,17,chokepoint6,Strait of Hormuz,7,13,2,2,41,24,65,226445,503385,3588,6223,1519931,739642,2259573
2019-12-18,2019,12,18,chokepoint6,Strait of Hormuz,8,15,5,2,41,30,71,332058,484264,23877,0,1303568,840199,2143768
2019-12-19,2019,12,19,chokepoint6,Strait of Hormuz,11,11,3,1,43,26,69,312410,511226,19087,0,1088205,842723,1930928
2019-12-20,2019,12,20,chokepoint6,Strait of Hormuz,7,8,4,1,49,20,69,261245,319124,4232,0,772055,584602,1356658
2019-12-21,2019,12,21,chokepoint6,Strait of Hormuz,10,16,3,3,37,32,69,219617,682525,3841,4452,1141007,910437,2051444
2019-12-22,2019,12,22,chokepoint6,Strait of Hormuz,6,6,0,0,24,12,36,169825,240786,0,0,840006,410611,1250618
2019-12-23,2019,12,23,chokepoint6,Strait of Hormuz,11,13,3,3,42,30,72,326199,528181,21072,5064,714849,880516,1595366
2019-12-24,2019,12,24,chokepoint6,Strait of Hormuz,5,16,4,2,31,27,58,122056,474748,31213,0,775159,628018,1403178
2019-12-25,2019,12,25,chokepoint6,Strait of Hormuz,6,15,8,2,41,31,72,143296,518868,51136,0,718604,713301,1431905
2019-12-26,2019,12,26,chokepoint6,Strait of Hormuz,8,11,2,0,45,21,66,327387,264383,12681,0,1477605,604452,2082058
2019-12-27,2019,12,27,chokepoint6,Strait of Hormuz,6,7,1,1,28,15,43,240913,312323,3414,2094,227516,558745,786262
2019-12-28,2019,12,28,chokepoint6,Strait of Hormuz,5,6,1,1,16,13,29,64451,120509,3227,2013,766770,190202,956973
2019-12-29,2019,12,29,chokepoint6,Strait of Hormuz,8,14,2,1,35,25,60,205659,452576,12924,0,2117769,671160,2788929
2019-12-30,2019,12,30,chokepoint6,Strait of Hormuz,8,10,5,4,42,27,69,216938,340563,40103,11781,1759244,609386,2368631
2019-12-31,2019,12,31,chokepoint6,Strait of Hormuz,8,10,3,2,49,23,72,374480,173932,5980,7454,2789837,561847,3351684
2020-01-01,2020,1,1,chokepoint6,Strait of Hormuz,11,12,2,1,60,26,86,353100,76602,6753,8553,2030824,445010,2475835
2020-01-02,2020,1,2,chokepoint6,Strait of Hormuz,16,12,3,0,43,31,74,536166,390886,25229,0,2535898,952282,3488181
2020-01-03,2020,1,3,chokepoint6,Strait of Hormuz,10,18,0,3,44,31,75,327194,627705,0,4945,1435831,959845,2395676
2020-01-04,2020,1,4,chokepoint6,Strait of Hormuz,9,14,3,2,48,28,76,246068,416203,29122,5352,2106762,696746,2803508
2020-01-05,2020,1,5,chokepoint6,Strait of Hormuz,14,12,4,1,46,31,77,518715,370118,19790,0,2576698,908624,3485323
2020-01-06,2020,1,6,chokepoint6,Strait of Hormuz,10,12,2,4,38,28,66,339675,392969,3556,2805,1380078,739007,2119086
2020-01-07,2020,1,7,chokepoint6,Strait of Hormuz,8,8,6,3,52,25,77,435915,282964,37145,2805,920788,758830,1679619
2020-01-08,2020,1,8,chokepoint6,Strait of Hormuz,11,8,6,1,23,26,49,371634,224216,67840,0,346381,663690,1010072
2020-01-09,2020,1,9,chokepoint6,Strait of Hormuz,11,18,3,1,35,33,68,455688,639135,40822,0,700915,1135646,1836562
2020-01-10,2020,1,10,chokepoint6,Strait of Hormuz,8,11,8,2,43,29,72,417418,264643,43370,0,861994,725432,1587426
2020-01-11,2020,1,11,chokepoint6,Strait of Hormuz,11,18,2,1,49,32,81,471471,471992,9388,3436,1426955,956289,2383244
2020-01-12,2020,1,12,chokepoint6,Strait of Hormuz,8,12,4,4,37,28,65,331220,162847,18138,6590,796265,518796,1315061
2020-01-13,2020,1,13,chokepoint6,Strait of Hormuz,10,20,3,3,28,36,64,256343,679225,21652,8586,554053,965806,1519860
2020-01-14,2020,1,14,chokepoint6,Strait of Hormuz,13,15,8,1,32,37,69,671426,415811,43063,2784,541344,1133085,1674430
2020-01-15,2020,1,15,chokepoint6,Strait of Hormuz,7,16,2,1,38,26,64,320009,294852,3464,0,581605,618326,1199932
2020-01-16,2020,1,16,chokepoint6,Strait of Hormuz,7,5,0,0,21,12,33,243589,184779,0,0,330246,428369,758615
2020-01-17,2020,1,17,chokepoint6,Strait of Hormuz,14,13,4,3,45,34,79,459030,317444,12987,3788,1463963,793250,2257214
2020-01-18,2020,1,18,chokepoint6,Strait of Hormuz,9,13,6,2,42,30,72,470586,338163,34941,3788,1391464,847480,2238945
2020-01-19,2020,1,19,chokepoint6,Strait of Hormuz,8,16,4,2,39,30,69,278596,316424,15107,3083,1429931,613212,2043144
2020-01-20,2020,1,20,chokepoint6,Strait of Hormuz,13,12,2,1,40,28,68,553635,383337,6445,0,1582458,943418,2525877
2020-01-21,2020,1,21,chokepoint6,Strait of Hormuz,11,19,3,2,31,35,66,373799,685244,25724,2766,1007090,1087535,2094626
2020-01-22,2020,1,22,chokepoint6,Strait of Hormuz,11,13,2,2,38,28,66,505749,324282,0,0,955853,830032,1785885
2020-01-23,2020,1,23,chokepoint6,Strait of Hormuz,16,12,1,0,35,29,64,325130,344966,1566,0,1053248,671662,1724911
